Recorder,Recordee,Contact Time,Start,End,Order,ICT
24,1,237,256221,256457,73,623
24,1,1,257772,257772,74,1315
24,1,245,258121,258365,75,349
24,2,1,82134,82134,1,0
24,2,1,87924,87924,2,5790
24,2,1,88916,88916,3,992
24,2,1,90400,90400,4,1484
24,2,1,90417,90417,5,17
24,2,1,110156,110156,6,19739
24,2,473,110394,110866,7,238
24,2,7,111121,111127,8,255
24,2,373,111499,111871,9,372
24,2,112,112920,113031,10,1049
24,2,248,114349,114596,11,1318
24,2,699,114963,115661,12,367
24,2,1,189450,189450,13,73789
24,3,116,81777,81892,1,0
24,3,1,90038,90038,2,8146
24,3,835,111499,112333,3,21461
24,3,1,112920,112920,4,587
24,3,1,113164,113164,5,244
24,3,1,118639,118639,6,5475
24,3,1,186291,186291,7,67652
24,3,1,250862,250862,8,64571
24,3,1,258011,258011,9,7149
24,4,1,21937,21937,1,0
24,4,1,22278,22278,2,341
24,4,1,22626,22626,3,348
24,4,1,90038,90038,4,67412
24,4,1,90412,90412,5,374
24,4,459,90788,91246,6,376
24,4,247,113976,114222,7,22730
24,4,369,114477,114845,8,255
24,4,1,167972,167972,9,53127
24,4,1,171794,171794,10,3822
24,4,740,245273,246012,11,73479
24,4,127,246372,246498,12,360
24,4,124,248425,248548,13,1927
24,4,241,249895,250135,14,1347
24,4,1,250986,250986,15,851
24,4,116,251831,251946,16,845
24,5,1,22626,22626,1,0
24,5,1,73515,73515,2,50889
24,5,1,74259,74259,3,744
24,5,251,75232,75482,4,973
24,5,1,75840,75840,5,358
24,5,1,76545,76545,6,705
24,5,1,76906,76906,7,361
24,5,1,89164,89164,8,12258
24,5,245,89426,89670,9,262
24,5,7,90782,90788,10,1112
24,5,1,91246,91246,11,458
24,5,135,102703,102837,12,11457
24,5,2421,103213,105633,13,376
24,5,121,106241,106361,14,608
24,5,1,106940,106940,15,579
24,5,1,159943,159943,16,53003
24,5,727,166428,167154,17,6485
24,5,229,167390,167618,18,236
24,5,1,167856,167856,19,238
24,5,1,170949,170949,20,3093
24,5,127,172785,172911,21,1836
24,5,129,186054,186182,22,13143
24,6,1,72910,72910,1,0
24,6,229,73403,73631,2,493
24,6,1,76075,76075,3,2444
24,6,1,76421,76421,4,346
24,6,243,77154,77396,5,733
24,6,1,81550,81550,6,4154
24,6,359,84413,84771,7,2863
24,6,1828,85132,86959,8,361
24,6,120,89435,89554,9,2476
24,6,128,89790,89917,10,236
24,6,132,90274,90405,11,357
24,6,244,90655,90898,12,250
24,6,1,91246,91246,13,348
24,6,1,106596,106596,14,15350
24,6,119,108140,108258,15,1544
24,6,234,108599,108832,16,341
24,6,1,189559,189559,17,80727
24,6,865,245753,246617,18,56194
24,6,1078,246758,247835,19,141
24,6,1589,248085,249673,20,250
24,7,1,21687,21687,1,0
24,7,347,21820,22166,2,133
24,7,350,22512,22861,3,346
24,7,1,32288,32288,4,9427
24,7,722,82874,83595,5,50586
24,7,240,84064,84303,6,469
24,7,1817,84900,86716,7,597
24,7,122,87202,87323,8,486
24,7,1,88057,88057,9,734
24,7,1,88543,88543,10,486
24,7,1,89028,89028,11,485
24,7,127,89292,89418,12,264
24,7,126,89429,89554,13,11
24,7,1,89790,89790,14,236
24,7,242,90541,90782,15,751
24,7,114,91009,91122,16,227
24,7,128,102703,102830,17,11581
24,7,1,103213,103213,18,383
24,7,1,249782,249782,19,146569
24,7,1,250128,250128,20,346
24,8,121,21817,21937,1,0
24,8,1,22861,22861,2,924
24,8,1,88416,88416,3,65555
24,8,9,89418,89426,4,1002
24,8,1,89670,89670,5,244
24,8,8,90405,90412,6,735
24,8,266,102703,102968,7,12291
24,8,15,125840,125854,8,22872
24,8,840,159336,160175,9,33482
24,8,110,186291,186400,10,26116
24,8,117,186635,186751,11,235
24,8,511,187102,187612,12,351
24,9,1,21814,21814,1,0
24,9,1,22052,22052,2,238
24,9,122,22629,22750,3,577
24,9,1,82009,82009,4,59259
24,9,1,83126,83126,5,1117
24,9,711,83476,84186,6,350
24,9,1,85254,85254,7,1068
24,9,969,85511,86479,8,257
24,9,8,87931,87938,9,1452
24,9,1,88667,88667,10,729
24,9,233,106596,106828,11,17929
24,9,233,107169,107401,12,341
24,9,115,107777,107891,13,376
24,9,1,113280,113280,14,5389
24,9,1,114106,114106,15,826
24,9,585,117569,118153,16,3463
24,9,234,253041,253274,17,134888
24,9,2507,256102,258608,18,2828
24,10,243,21445,21687,1,0
24,10,1,22388,22388,2,701
24,10,1,89292,89292,3,66904
24,10,1,89435,89435,4,143
24,10,134,110988,111121,5,21553
24,10,594,111986,112579,6,865
24,10,1,112920,112920,7,341
24,10,1,116606,116606,8,3686
24,10,1,118757,118757,9,2151
24,10,123,159943,160065,10,41186
24,10,1,160424,160424,11,359
24,10,8,172038,172045,12,11614
24,10,1,249782,249782,13,77737
24,10,1,250128,250128,14,346
24,10,126,252325,252450,15,2197
24,11,1,22052,22052,1,0
24,11,1,107891,107891,2,85839
24,12,1,107401,107401,1,0
24,13,370,73631,74000,1,0
24,13,1,75360,75360,2,1360
24,13,8,82253,82260,3,6893
24,13,1,83242,83242,4,982
24,13,343,83722,84064,5,480
24,13,256,90400,90655,6,6336
24,13,1,102222,102222,7,11567
24,13,1,102583,102583,8,361
24,13,114,112807,112920,9,10224
24,13,117,250012,250128,10,137092
24,14,1,21689,21689,1,0
24,14,1,22278,22278,2,589
24,14,2640,22978,25617,3,700
24,14,732,81663,82394,4,56046
24,14,488,82874,83361,5,480
24,14,239,83595,83833,6,234
24,14,3138,84186,87323,7,353
24,14,1,87807,87807,8,484
24,14,1,90159,90159,9,2352
24,14,8,90405,90412,10,246
24,14,592,90655,91246,11,243
24,14,1063,107891,108953,12,16645
24,14,496,109292,109787,13,339
24,14,1,110033,110033,14,246
24,14,741,110387,111127,15,354
24,14,1074,111506,112579,16,379
24,14,713,112920,113632,17,341
24,14,2023,113976,115998,18,344
24,14,8,116461,116468,19,463
24,14,1,116599,116599,20,131
24,14,719,117082,117800,21,483
24,14,357,164916,165272,22,47116
24,14,720,166435,167154,23,1163
24,14,116,167275,167390,24,121
24,14,1805,167739,169543,25,349
24,14,812,170010,170821,26,467
24,14,1,171186,171186,27,365
24,14,6660,171541,178200,28,355
24,14,2886,178446,181331,29,246
24,14,1474,181689,183162,30,358
24,14,496,183296,183791,31,134
24,14,242,184161,184402,32,370
24,14,803,184875,185677,33,473
24,14,8,187846,187853,34,2169
24,14,737,188114,188850,35,261
24,14,1068,189336,190403,36,486
24,14,1,190648,190648,37,245
24,14,840,191144,191983,38,496
24,14,631,192331,192961,39,348
24,14,1,252803,252803,40,59842
24,15,1,72910,72910,1,0
24,15,243,81892,82134,2,8982
24,15,1,83722,83722,3,1588
24,15,116,84771,84886,4,1049
24,15,120,88916,89035,5,4030
24,15,1,90412,90412,6,1377
24,15,139,102830,102968,7,12418
24,15,1,171667,171667,8,68699
24,15,131,172416,172546,9,749
24,15,4,172908,172911,10,362
24,16,1,74259,74259,1,0
24,16,1,75360,75360,2,1101
24,16,1,76664,76664,3,1304
24,16,126,77278,77403,4,614
24,16,112,79097,79208,5,1694
24,16,1,89426,89426,6,10218
24,16,1,90898,90898,7,1472
24,16,1,106131,106131,8,15233
24,16,582,167275,167856,9,61144
24,16,1,171062,171062,10,3206
24,16,137,172410,172546,11,1348
24,16,132,172908,173039,12,362
24,16,1,249782,249782,13,76743
24,16,142,255961,256102,14,6179
24,16,1,256950,256950,15,848
24,16,1,257303,257303,16,353
24,16,1,258011,258011,17,708
24,16,1,258594,258594,18,583
24,17,347,21820,22166,1,0
24,17,1,72931,72931,2,50765
24,17,1,74000,74000,3,1069
24,17,1,74378,74378,4,378
24,17,1,74725,74725,5,347
24,17,8,75107,75114,6,382
24,17,1,77521,77521,7,2407
24,17,1,80147,80147,8,2626
24,17,1,80596,80596,9,449
24,17,1,88789,88789,10,8193
24,17,116,159701,159816,11,70912
24,17,129,160296,160424,12,480
24,17,1,164800,164800,13,4376
24,17,232,165041,165272,14,241
24,17,237,165956,166192,15,684
24,17,1,249895,249895,16,83703
24,18,1,22052,22052,1,0
24,18,15,158132,158146,2,136080
24,18,1,158509,158509,3,363
24,18,1,158849,158849,4,340
24,18,1,160296,160296,5,1447
24,18,1,166788,166788,6,6492
24,18,1,167154,167154,7,366
24,18,1,167856,167856,8,702
24,18,1,185940,185940,9,18084
24,19,1,21689,21689,1,0
24,19,1,21940,21940,2,251
24,19,1,22626,22626,3,686
24,19,15,75086,75100,4,52460
24,19,1,77029,77029,5,1929
24,19,235,77648,77882,6,619
24,19,245,78373,78617,7,491
24,19,1,79208,79208,8,591
24,19,1,79683,79683,9,475
24,19,1,80147,80147,10,464
24,19,1,82253,82253,11,2106
24,19,237,82513,82749,12,260
24,19,1,83722,83722,13,973
24,19,1,84186,84186,14,464
24,19,1,87435,87435,15,3249
24,19,1,88057,88057,16,622
24,19,10,89426,89435,17,1369
24,19,484,89917,90400,18,482
24,19,1,102583,102583,19,12183
24,19,1,160921,160921,20,58338
24,19,1,161168,161168,21,247
24,19,8,161511,161518,22,343
24,19,981,161781,162761,23,263
24,19,369,163123,163491,24,362
24,19,723,163843,164565,25,352
24,19,129,252450,252578,26,87885
24,19,1,253041,253041,27,463
24,19,223,253631,253853,28,590
24,19,241,254188,254428,29,335
24,19,1,255256,255256,30,828
24,20,121,21817,21937,1,0
24,20,1,22626,22626,2,689
24,20,122,166788,166909,3,144162
24,20,1,250372,250372,4,83463
24,20,1,256221,256221,5,5849
24,20,947,256707,257653,6,486
24,20,584,258011,258594,7,358
24,21,123,33024,33146,1,0
24,21,1,167390,167390,2,134244
24,21,1,185933,185933,3,18543
24,21,1,187846,187846,4,1913
24,21,1,189668,189668,5,1822
24,21,361,252914,253274,6,63246
24,22,132,21689,21820,1,0
24,22,455,81550,82004,2,59730
24,22,118,84186,84303,3,2182
24,22,1,89157,89157,4,4854
24,22,120,89435,89554,5,278
24,22,1,91246,91246,6,1692
24,22,371,103213,103583,7,11967
24,22,700,103808,104507,8,225
24,22,1,104639,104639,9,132
24,22,1,114356,114356,10,9717
24,22,1,116461,116461,11,2105
24,22,249,118509,118757,12,2048
24,22,1,119249,119249,13,492
24,22,355,119489,119843,14,240
24,22,2718,120808,123525,15,965
24,22,1099,124001,125099,16,476
24,22,127,125348,125474,17,249
24,22,602,125840,126441,18,366
24,22,240,126788,127027,19,347
24,22,931,127276,128206,20,249
24,22,359,128672,129030,21,466
24,22,358,129281,129638,22,251
24,22,589,130000,130588,23,362
24,22,243,160672,160914,24,30084
24,22,1,161511,161511,25,597
24,22,2312,161648,163959,26,137
24,22,1,164324,164324,27,365
24,22,754,172286,173039,28,7962
24,22,127,188358,188484,29,15319
24,22,114,249782,249895,30,61298
24,22,1,251229,251229,31,1334
24,22,1,257303,257303,32,6074
24,23,8,87924,87931,1,0
24,23,8,110517,110524,2,22586
24,23,1,111751,111751,3,1227
24,23,15,117082,117096,4,5331
24,23,238,161161,161398,5,44065
24,23,1,170711,170711,6,9313
24,23,1,186400,186400,7,15689
24,23,240,186635,186874,8,235
24,23,1,187721,187721,9,847
24,23,1,187987,187987,10,266
24,23,1078,246758,247835,11,58771
24,23,1,250012,250012,12,2177
24,23,1,250986,250986,13,974
24,25,480,21687,22166,1,0
24,25,1,22512,22512,2,346
24,25,112,22750,22861,3,238
24,25,1,82874,82874,4,60013
24,25,474,84413,84886,5,1539
24,25,2071,85132,87202,6,246
24,25,267,89157,89423,7,1955
24,25,249,118509,118757,8,29086
24,25,725,119249,119973,9,492
24,25,2380,120808,123187,10,835
24,25,1940,123648,125587,11,461
24,25,1,125965,125965,12,378
24,25,3200,126315,129514,13,350
24,25,1,129879,129879,14,365
24,25,363,130226,130588,15,347
24,25,1203,159094,160296,16,28506
24,25,461,186291,186751,17,25995
24,25,384,187102,187485,18,351
24,25,1,244710,244710,19,57225
24,25,1,246246,246246,20,1536
24,25,1,246617,246617,21,371
24,25,610,250253,250862,22,3636
24,25,1,257653,257653,23,6791
24,26,125,22388,22512,1,0
24,26,1,22861,22861,2,349
24,26,1,81550,81550,3,58689
24,26,1,89554,89554,4,8004
24,26,1,111499,111499,5,21945
24,26,1,246624,246624,6,135125
24,26,1,246758,246758,7,134
24,26,15,247828,247842,8,1070
24,26,129,248939,249067,9,1097
24,26,1,249425,249425,10,358
24,26,1,252074,252074,11,2649
24,26,1,253631,253631,12,1557
24,26,1,254074,254074,13,443
24,26,1,254550,254550,14,476
24,26,1,255128,255128,15,578
24,26,1068,257541,258608,16,2413
24,27,123,109780,109902,1,0
24,27,8,110988,110995,2,1086
24,27,366,111506,111871,3,511
24,27,247,112333,112579,4,462
24,27,1,112920,112920,5,341
24,27,353,113280,113632,6,360
24,27,124,113983,114106,7,351
24,27,1,114470,114470,8,364
24,27,1,114845,114845,9,375
24,27,479,115183,115661,10,338
24,27,1,121648,121648,11,5987
24,27,131,172286,172416,12,50638
24,27,1,173039,173039,13,623
24,27,1073,186291,187363,14,13252
24,27,8,250128,250135,15,62765
24,27,1,251356,251356,16,1221
24,28,118,81892,82009,1,0
24,28,1,111751,111751,2,29742
24,28,1,252694,252694,3,140943
24,28,1,254787,254787,4,2093
24,29,7,21814,21820,1,0
24,29,1,22052,22052,2,232
24,29,1,22388,22388,3,336
24,29,1,22629,22629,4,241
24,29,1,26456,26456,5,3827
24,29,1,26812,26812,6,356
24,29,1,29088,29088,7,2276
24,29,1,54716,54716,8,25628
24,29,1,69757,69757,9,15041
24,29,1,69896,69896,10,139
24,29,15,72910,72924,11,3014
24,29,1,87202,87202,12,14278
24,29,493,88543,89035,13,1341
24,29,1,89423,89423,14,388
24,29,1,91122,91122,15,1699
24,29,344,107058,107401,16,15936
24,29,1,112807,112807,17,5406
24,29,127,114470,114596,18,1663
24,29,1,115074,115074,19,478
24,29,572,115427,115998,20,353
24,29,240,121052,121291,21,5054
24,29,1,121648,121648,22,357
24,29,360,122116,122475,23,468
24,29,475,122713,123187,24,238
24,29,239,123525,123763,25,338
24,29,1,124986,124986,26,1223
24,29,1,130821,130821,27,5835
24,29,1,157784,157784,28,26963
24,29,1,166909,166909,29,9125
24,29,118,171062,171179,30,4153
24,29,632,171541,172172,31,362
24,29,7,172416,172422,32,244
24,29,127,172785,172911,33,363
24,29,481,247110,247590,34,74199
24,29,1,250012,250012,35,2422
24,30,1,22278,22278,1,0
24,30,1,87807,87807,2,65529
24,30,1,88185,88185,3,378
24,30,5,89786,89790,4,1601
24,30,1,102703,102703,5,12913
24,30,1,103086,103086,6,383
24,30,1,124001,124001,7,20915
24,30,122,250493,250614,8,126492
24,30,1,257430,257430,9,6816
24,32,1,82134,82134,1,0
24,32,1,90038,90038,2,7904
24,32,1,90400,90400,3,362
24,32,115,90541,90655,4,141
24,32,1,106004,106004,5,15349
24,32,700,108133,108832,6,2129
24,32,15,157283,157297,7,48451
24,32,1,158269,158269,8,972
24,32,1,249895,249895,9,91626
24,32,1,252325,252325,10,2430
24,33,1,22629,22629,1,0
24,33,1,75360,75360,2,52731
24,33,126,77396,77521,3,2036
24,33,1,78238,78238,4,717
24,33,1,79097,79097,5,859
24,33,1,81081,81081,6,1984
24,33,247,88789,89035,7,7708
24,33,1,89786,89786,8,751
24,33,1,112807,112807,9,23021
24,33,1,164916,164916,10,52109
24,33,1,165158,165158,11,242
24,33,8,171179,171186,12,6021
24,34,126,21689,21814,1,0
24,34,1,21940,21940,2,126
24,34,1,87683,87683,3,65743
24,34,1,89157,89157,4,1474
24,34,9,89418,89426,5,261
24,34,1,89554,89554,6,128
24,34,1,89790,89790,7,236
24,34,1,90159,90159,8,369
24,34,137,90405,90541,9,246
24,34,125,106472,106596,10,15931
24,34,119,107290,107408,11,694
24,34,115,107777,107891,12,369
24,34,253,111121,111373,13,3230
24,34,1,112807,112807,14,1434
24,34,1,164923,164923,15,52116
24,34,1,165735,165735,16,812
24,34,1,166192,166192,17,457
24,34,1,170821,170821,18,4629
24,34,1,185933,185933,19,15112
24,34,343,255256,255598,20,69323
24,35,116,21572,21687,1,0
24,35,235,22278,22512,2,591
24,35,8,82253,82260,3,59741
24,35,1,89429,89429,4,7169
24,35,132,89786,89917,5,357
24,35,1,106131,106131,6,16214
24,35,1,166314,166314,7,60183
24,35,240,257191,257430,8,90877
24,35,1,258608,258608,9,1178
24,36,1,21937,21937,1,0
24,36,223,22166,22388,2,229
24,36,1,22629,22629,3,241
24,36,6,82004,82009,4,59375
24,36,486,88543,89028,5,6534
24,36,1,89418,89418,6,390
24,36,1,102464,102464,7,13046
24,36,1,107058,107058,8,4594
24,36,1,111373,111373,9,4315
24,36,1,112807,112807,10,1434
24,37,1,21814,21814,1,0
24,37,810,22052,22861,2,238
24,37,1,106472,106472,3,83611
24,37,1,111373,111373,4,4901
24,37,1,117328,117328,5,5955
24,37,237,117681,117917,6,353
24,37,1,246878,246878,7,128961
24,37,471,255128,255598,8,8250
24,37,142,255961,256102,9,363
24,38,254,21687,21940,1,0
24,38,1,22750,22750,2,810
24,38,1,89423,89423,3,66673
24,38,120,89435,89554,4,12
24,38,243,89917,90159,5,363
24,38,711,90412,91122,6,253
24,38,1,108953,108953,7,17831
24,38,1,109419,109419,8,466
24,38,1,110026,110026,9,607
24,38,378,110268,110645,10,242
24,39,1,21817,21817,1,0
24,39,239,22388,22626,2,571
24,39,1,90417,90417,3,67791
24,39,123,109780,109902,4,19363
24,39,246,110156,110401,5,254
24,39,1,110645,110645,6,244
24,39,140,110988,111127,7,343
24,39,1,112807,112807,8,1680
24,39,723,159094,159816,9,46287
24,39,1,160424,160424,10,608
24,39,479,164916,165394,11,4492
24,39,1,165735,165735,12,341
24,39,1,166076,166076,13,341
24,39,231,249782,250012,14,83706
24,39,243,250372,250614,15,360
24,40,249,21689,21937,1,0
24,40,1,22278,22278,2,341
24,40,1,72917,72917,3,50639
24,40,1,74718,74718,4,1801
24,40,1,75966,75966,5,1248
24,40,1,77403,77403,6,1437
24,40,1,77769,77769,7,366
24,40,110,78988,79097,8,1219
24,40,1,80035,80035,9,938
24,40,1,81892,81892,10,1857
24,40,1,89035,89035,11,7143
24,40,1,108369,108369,12,19334
24,40,120,108713,108832,13,344
24,40,1,159216,159216,14,50384
24,40,250,159816,160065,15,600
24,40,1,166435,166435,16,6370
24,40,1,171919,171919,17,5484
24,40,1,185933,185933,18,14014
24,40,1,251946,251946,19,66013
24,40,131,252325,252455,20,379
24,40,1,253631,253631,21,1176
24,40,1,254074,254074,22,443
24,40,360,254428,254787,23,354
24,40,356,255128,255483,24,341
24,40,120,257184,257303,25,1701
24,40,242,257653,257894,26,350
24,40,237,258365,258601,27,471
24,41,3,21687,21689,1,0
24,41,1,21820,21820,2,131
24,41,347,22166,22512,3,346
24,41,1,22861,22861,4,349
24,41,1,170949,170949,5,148088
24,41,370,187243,187612,6,16294
24,41,1,189336,189336,7,1724
25,1,1,21816,21816,1,0
25,1,1,23329,23329,2,1513
25,1,1,88887,88887,3,65558
25,1,1,159174,159174,4,70287
25,1,1,177976,177976,5,18802
25,1,1665,187626,189290,6,9650
25,1,224,189644,189867,7,354
25,1,1,190346,190346,8,479
25,1,853,251316,252168,9,60970
25,1,128,252539,252666,10,371
25,1,1,257616,257616,11,4950
25,2,1,81600,81600,1,0
25,2,365,88133,88497,2,6533
25,2,124,190473,190596,3,101976
25,2,1,248912,248912,4,58316
25,3,1,23329,23329,1,0
25,3,7,24029,24035,2,700
25,3,113,24262,24374,3,227
25,3,5,24723,24727,4,349
25,3,124,25081,25204,5,354
25,3,125,87273,87397,6,62069
25,3,362,162488,162849,7,75091
25,3,117,163201,163317,8,352
25,3,1,175905,175905,9,12588
25,3,970,177983,178952,10,2078
25,3,367,179298,179664,11,346
25,3,1954,184385,186338,12,4721
25,3,1,190225,190225,13,3887
25,3,1,190833,190833,14,608
25,3,493,250590,251082,15,59757
25,3,127,253020,253146,16,1938
25,3,1,257616,257616,17,4470
25,3,133,270073,270205,18,12457
25,4,453,21354,21806,1,0
25,4,115,22508,22622,2,702
25,4,117,22976,23092,3,354
25,4,1,23914,23914,4,822
25,4,4,24032,24035,5,118
25,4,121,24374,24494,6,339
25,4,119,24725,24843,7,231
25,4,122,25204,25325,8,361
25,4,227,25810,26036,9,485
25,4,1,175193,175193,10,149157
25,4,367,179181,179547,11,3988
25,4,1,180054,180054,12,507
25,4,1,180782,180782,13,728
25,4,1,184731,184731,14,3949
25,4,516,185094,185609,15,363
25,4,1,246372,246372,16,60763
25,4,1297,247251,248547,17,879
25,5,1,21806,21806,1,0
25,5,1,21816,21816,2,10
25,5,1,23455,23455,3,1639
25,5,1,23914,23914,4,459
25,5,1,24145,24145,5,231
25,5,238,80308,80545,6,56163
25,5,123,83879,84001,7,3334
25,5,4,88494,88497,8,4493
25,5,8,88880,88887,9,383
25,5,1,88908,88908,10,21
25,5,1,89269,89269,11,361
25,5,117,158943,159059,12,69674
25,5,1,159301,159301,13,242
25,5,1,159654,159654,14,353
25,5,1,160030,160030,15,376
25,5,1,160756,160756,16,726
25,5,1,162495,162495,17,1739
25,5,1,162849,162849,18,354
25,5,1,183543,183543,19,20694
25,5,6,267206,267211,20,83663
25,6,1,81600,81600,1,0
25,6,123,84237,84359,2,2637
25,6,1223,84598,85820,3,239
25,6,720,86182,86901,4,362
25,6,1,184509,184509,5,97608
25,6,8,185087,185094,6,578
25,6,746,185352,186097,7,258
25,6,1,189988,189988,8,3891
25,6,1,202492,202492,9,12504
25,6,1,245548,245548,10,43056
25,6,1,246143,246143,11,595
25,6,1,247837,247837,12,1694
25,6,1,248680,248680,13,843
25,7,1,21809,21809,1,0
25,7,699,22048,22746,2,239
25,7,128,23331,23458,3,585
25,7,1,23917,23917,4,459
25,7,1,84123,84123,5,60206
25,7,497,84854,85350,6,731
25,7,729,85697,86425,7,347
25,7,616,86789,87404,8,364
25,7,1,88497,88497,9,1093
25,7,1,88754,88754,10,257
25,7,490,88901,89390,11,147
25,7,124,252281,252404,12,162891
25,8,447,21242,21688,1,0
25,8,125,21809,21933,2,121
25,8,239,22508,22746,3,575
25,8,238,23092,23329,4,346
25,8,1,23687,23687,5,358
25,8,4,23914,23917,6,227
25,8,1,24147,24147,7,230
25,8,1,24961,24961,8,814
25,8,355,118725,119079,9,93764
25,8,1704,158943,160646,10,39864
25,8,854,161996,162849,11,1350
25,8,1,163201,163201,12,352
25,8,232,183543,183774,13,20342
25,8,1,184843,184843,14,1069
25,8,126,185484,185609,15,641
25,8,122,185976,186097,16,367
25,8,1051,186338,187388,17,241
25,8,1,252404,252404,18,65016
25,9,127,21688,21814,1,0
25,9,1,22162,22162,2,348
25,9,118,22508,22625,3,346
25,9,238,23092,23329,4,467
25,9,1,81600,81600,5,58271
25,9,1197,85229,86425,6,3629
25,9,365,88133,88497,7,1708
25,9,127,88754,88880,8,257
25,9,123,89143,89265,9,263
25,9,1,179664,179664,10,90399
25,9,1,179926,179926,11,262
25,9,1,258075,258075,12,78149
25,10,231,22976,23206,1,0
25,10,1,23455,23455,2,249
25,10,1,24145,24145,3,690
25,10,1,24374,24374,4,229
25,10,122,24604,24725,5,230
25,10,118,25081,25198,6,356
25,10,1,25325,25325,7,127
25,10,110,25810,25919,8,485
25,10,1,118479,118479,9,92560
25,10,8,119079,119086,10,600
25,10,241,159904,160144,11,40818
25,10,366,160391,160756,12,247
25,10,1095,161996,163090,13,1240
25,10,1,175656,175656,14,12566
25,10,1,258413,258413,15,82757
25,10,9,267203,267211,16,8790
25,11,1,21811,21811,1,0
25,11,1,23092,23092,2,1281
25,11,1,23914,23914,3,822
25,11,4,24032,24035,4,118
25,11,1,24494,24494,5,459
25,11,123,24725,24847,6,231
25,11,117,25209,25325,7,362
25,11,473,25564,26036,8,239
25,11,113,83299,83411,9,57263
25,11,247,118840,119086,10,35429
25,11,347,187500,187846,11,68414
25,11,1660,187985,189644,12,139
25,11,1,258537,258537,13,68893
25,11,2487,261722,264208,14,3185
25,12,1,253020,253020,1,0
25,13,1,82340,82340,1,0
25,13,1,87149,87149,2,4809
25,13,1,160272,160272,3,73123
25,13,363,247244,247606,4,86972
25,13,12,267203,267214,5,19597
25,14,238,21811,22048,1,0
25,14,1,82340,82340,2,60292
25,14,116,84237,84352,3,1897
25,14,491,84487,84977,4,135
25,14,1,85697,85697,5,720
25,14,1091,86059,87149,6,362
25,14,243,158574,158816,7,71425
25,14,1,161393,161393,8,2577
25,14,5076,198855,203930,9,37462
25,14,1,248912,248912,10,44982
25,14,1,252281,252281,11,3369
25,14,1,252901,252901,12,620
25,15,1,80663,80663,1,0
25,15,1,84359,84359,2,3696
25,15,1,84847,84847,3,488
25,15,1,85102,85102,4,255
25,15,136,88619,88754,5,3517
25,15,1,89390,89390,6,636
25,15,1,162119,162119,7,72729
25,15,1,175082,175082,8,12963
25,15,125,177983,178107,9,2901
25,16,1,22622,22622,1,0
25,16,1,22857,22857,2,235
25,16,1,81475,81475,3,58618
25,16,132,246743,246874,4,165268
25,16,1,247130,247130,5,256
25,16,1,247837,247837,6,707
25,16,1,248673,248673,7,836
25,16,926,257612,258537,8,8939
25,16,9,267206,267214,9,8669
25,17,1,21933,21933,1,0
25,17,352,22274,22625,2,341
25,17,1,22974,22974,3,349
25,17,1,23331,23331,4,357
25,17,226,23687,23912,5,356
25,17,1,24147,24147,6,235
25,17,1,24489,24489,7,342
25,17,1103,159654,160756,8,135165
25,17,612,161996,162607,9,1240
25,17,1,176397,176397,10,13790
25,17,1,179533,179533,11,3136
25,17,610,183900,184509,12,4367
25,17,124,184843,184966,13,334
25,17,12,267203,267214,14,82237
25,18,1,23206,23206,1,0
25,18,1,24032,24032,2,826
25,18,243,159059,159301,3,135027
25,18,249,159782,160030,4,481
25,18,129,160391,160519,5,361
25,18,1,176390,176390,6,15871
25,18,1,183536,183536,7,7146
25,18,1,267086,267086,8,83550
25,19,110,21579,21688,1,0
25,19,120,21814,21933,2,126
25,19,1,22274,22274,3,341
25,19,112,22746,22857,4,472
25,19,1,23329,23329,5,472
25,19,110,23458,23567,6,129
25,19,361,86789,87149,7,63222
25,19,1,175656,175656,8,88507
25,19,1,249502,249502,9,73846
25,19,1,249975,249975,10,473
25,19,1,252288,252288,11,2313
25,19,1,258075,258075,12,5787
25,19,1,267214,267214,13,9139
25,20,1,21806,21806,1,0
25,20,1,21936,21936,2,130
25,20,1,178107,178107,3,156171
25,20,2145,187500,189644,4,9393
25,20,1,250233,250233,5,60589
25,20,1,257612,257612,6,7379
25,21,1,22974,22974,1,0
25,21,239,23329,23567,2,355
25,21,4,24029,24032,3,462
25,21,1,24489,24489,4,457
25,21,1,175193,175193,5,150704
25,21,8,179664,179671,6,4471
25,21,8,183536,183543,7,3865
25,21,1,190833,190833,8,7290
25,21,1,258537,258537,9,67704
25,22,1,21691,21691,1,0
25,22,1,22976,22976,2,1285
25,22,1,23455,23455,3,479
25,22,1,23914,23914,4,459
25,22,4,24032,24035,5,118
25,22,1,24494,24494,6,459
25,22,119,24725,24843,7,231
25,22,367,25198,25564,8,355
25,22,487,25919,26405,9,355
25,22,733,118115,118847,10,91710
25,22,240,119449,119688,11,602
25,22,1,120054,120054,12,366
25,22,473,120410,120882,13,356
25,22,2991,121244,124234,14,362
25,22,3087,124588,127674,15,354
25,22,2743,128388,131130,16,714
25,22,1,175305,175305,17,44175
25,22,1,175780,175780,18,475
25,22,1,176404,176404,19,624
25,22,351,190947,191297,20,14543
25,22,501,198119,198619,21,6822
25,22,1,198986,198986,22,367
25,22,1082,199585,200666,23,599
25,22,379,201279,201657,24,613
25,22,1070,201901,202970,25,244
25,22,351,203325,203675,26,355
25,22,243,252539,252781,27,48864
25,22,2271,253265,255535,28,484
25,22,499,256278,256776,29,743
25,22,228,257848,258075,30,1072
25,23,1,26160,26160,1,0
